,Country,Industry,Business Area,Legal Entity Name,Financial Year,Is Current Quarter?,Quarter,Planned Sales Revenue,Sales Revenue,Sales Revenue (Forecasted),Planned Service Revenue,Service Revenue,Service Revenue  (Forecasted),Planned Non Service Revenue,Non Service Revenue,Non Service Revenue (Forecasted),Planned Total Revenue,Total Revenue,Total Revenue (Forecasted),Planned COGS,COGS,COGS (Forecasted),Planned Administrative Expenses,Administrative Expenses,Administrative Expenses (Forecasted),Planned Third Party Expenses,Third Party Expenses,Third Party Expenses (Forecasted),Planned Other Expenses,Other Expenses,Other Expenses (Forecasted),Planned Total Expense,Total Expense,Total Expense (Forecasted),Planned Gross Margin,Gross Margin,Gross Margin (Forecasted),Planned Gross Margin %,Gross Margin %,Gross Margin % (Forecasted),Planned R&D Expenses,R&D Expenses,R&D Expenses (Forecasted),Planned Sales Cost,Sales Cost,Sales Cost (Forecasted),Planned Other Operating Expenses,Other Operating Expenses,Other Operating Expenses (Forecasted),Planned Operating Margin,Operating Margin,Operating Margin (Forecasted),Planned Operating Margin %,Operating Margin %,Operating Margin % (Forecasted),Planned Depreciation,Depreciation,Depreciation (Forecasted),Planned Interest,Interest,Interest (Forecasted),Planned Tax,Tax,Tax (Forecasted),Planned Net Margin,Net Margin,Net Margin (Forecasted),Planned Net Margin %,Net Margin %,Net Margin % (Forecasted),Planned Adjustment to Income,Adjustment to Income,Adjustment to Income (Forecasted),Planned Inventory,Inventory,Inventory (Forecasted),Planned Cash Flow from Operating Activities,Cash Flow from Operating Activities,Cash Flow from Operating Activities (Forecasted),Planned Capex,Capex,Capex - Forecasted,Planned Investments,Investments,Investments - Forecasted,Planned Cash Flow from Investment Activities,Cash Flow from Investment Activities,Cash Flow from Investment Activities (Forecasted),Dividends Paid,Sale/ Repurchase of Shares,Increase in Debt,Exchange Rate Gain/ Loss,Planned Cash Flow from Financial Activities,Cash Flow from Financial Activities,Cash Flow from Financial Activities Forecasted,Planned Net Cash Flow,Net Cash Flow,Net Cash Flow Forecasted,Planned Cash In Hand,Cash In Hand,Cash In Hand Forecasted,Planned Net Assets,Net Assets,Net Assets Forecasted,Planned Other Trade Debts,Other Trade Debts,Other Trade Debts Forecasted,Planned Net Liabiities,Net Liabiities,Net Liabiities Forecasted,Planned Net Working Capital,Net Working Capital,Net Working Capital Forecasted
181,United States,Financial Services,Capital,United States Capital Ltd,FY2019,N,Q2,,,0,49086459,48613087,49086459,9792287,5912319,9792287,58878746,54525406,58878746,23971991,16164623,23971991,17284986,22556025,17284986,6219989,7949674,6219989,2700610,1897309,2700610,50177576,48567631,50177576,8701170,5957775,8701170,15%,11%,15%,,,0,,,0,3585986,4919714,3585986,5115184,1038061,5115184,9%,2%,9%,2744440,1676417,2744440,5985262,6308467,5985262,1023037,207612,1023037,851325,-3801601,851325,1%,-7%,1%,53892,215127,53892,7686776,7292279,7686776,15600292,10221884,15600292,-6645907,-9595179,-6645907,-9245737,-9212426,-9245737,-15891644,-18807605,-15891644,,,,,3273476,1681776,3273476,2982124,-6903945,2982124,3134008,2573030,3134008,69699530,64390715,69699530,2903893,1766734,2903893,56667455,55254079,56667455,13032075,9136636,13032075
182,United States,Financial Services,Capital,United States Capital Ltd,FY2019,Y,Q3,,,0,56400349,51373406,56400349,9908585,8205702,9908585,66308934,59579108,66308934,20129189,24539092,20129189,21890385,29029199,21890385,9063633,8134502,9063633,2181570,2183604,2181570,53264777,63886397,53264777,13044157,-4307289,13044157,20%,-7%,20%,,,0,,,0,4820589,2411618,4820589,8223568,-6718907,8223568,12%,-11%,12%,1989583,1984815,1989583,5293291,6688551,5293291,1644714,0,1644714,3275146,-11422643,3275146,5%,-19%,5%,69752,304613,69752,5854443,7668569,5854443,16137346,3239090,16137346,-1615721,-8775316,-1615721,-1078926,-5748090,-1078926,-2694647,-14523406,-2694647,,,,,5339623,9429017,5339623,18782322,-1855299,18782322,2844967,3808290,2844967,75008344,71055967,75008344,2274971,3294931,2274971,60360337,69592946,60360337,14648007,1463021,14648007
183,United States,Financial Services,Capital,United States Capital Ltd,FY2019,N,Q4,,,0,52158318,,52158318,7698140,,7698140,59856458,0,59856458,24829309,,24829309,16770767,,16770767,6777566,,6777566,1912211,,1912211,50289853,0,50289853,9566605,0,9566605,16%,,16%,,,0,,,0,2951699,,2951699,6614906,0,6614906,11%,,11%,1243038,,1243038,7238574,,7238574,1322981,0,1322981,-703611,0,-703611,-1%,,-1%,182279,,182279,8541457,,8541457,16581680,0,16581680,-7739606,,-7739606,-3747497,,-3747497,-11487103,0,-11487103,,,,,6978181,,6978181,12072758,0,12072758,1237001,,1237001,69634916,0,69634916,3123792,,3123792,56365344,0,56365344,13269572,0,13269572
184,United States,Textile,Retail,United States Retail Ltd,FY2018,N,Q1,51225143,57714236,51225143,,,,,,,51225143,57714236,51225143,12154702,10805274,12154702,8512115,8842350,8512115,9279775,8203216,9279775,2933408,2234656,2933408,32880000,30085496,32880000,18345143,27628740,18345143,36%,,36%,,,0,10660224,13754225,10660224,1351459,2524407,1351459,6333460,11350108,6333460,12%,20%,12%,1450955,2353382,1450955,5871935,5963874,5871935,1266692,2270022,1266692,645788,5469594,645788,1%,9%,1%,204628,184266,204628,8439879,5104562,8439879,16428922,18992318,16428922,-2105670,-7932845,-2105670,-7139028,-7389434,-7139028,-9244698,-15322279,-9244698,,,,,8652740,8913080,8652740,15836964,12583119,15836964,4754510,3413940,4754510,64419532,66232738,64419532,2844373,3174730,2844373,47736056,49538858,47736056,16683476,16693880,16683476
185,United States,Textile,Retail,United States Retail Ltd,FY2018,N,Q2,42126251,53783046,42126251,,,,,,,42126251,53783046,42126251,11121425,14742582,11121425,9232346,9526685,9232346,8094139,8236551,8094139,1447750,1239409,1447750,29895660,33745227,29895660,12230591,20037819,12230591,29%,,29%,,,0,14307385,11012307,14307385,2609490,4126096,2609490,-4686284,4899416,-4686284,-11%,9%,-11%,1165871,2374820,1165871,5061681,5800453,5061681,0,979883,0,-8582094,493900,-8582094,-20%,1%,-20%,110042,470268,110042,8185794,6779594,8185794,4775423,14524098,4775423,-7776227,-1230152,-7776227,-5266546,-6736119,-5266546,-13042773,-7966271,-13042773,,,,,1005012,9041039,1005012,-7262338,15598866,-7262338,4426792,2343087,4426792,54738837,62905727,54738837,3478921,3874303,3478921,50291456,52757933,50291456,4447381,10147794,4447381
186,United States,Textile,Retail,United States Retail Ltd,FY2018,N,Q3,51446059,49266059,51446059,,,,,,,51446059,49266059,51446059,12658141,13219574,12658141,9728865,9317528,9728865,8238718,9451223,8238718,2440796,2730922,2440796,33066520,34719247,33066520,18379539,14546812,18379539,36%,,36%,,,0,14012223,11575698,14012223,1707428,2645733,1707428,2659888,325381,2659888,5%,1%,5%,1716117,2656815,1716117,5917526,5106514,5917526,531978,65076,531978,-2073499,-2189394,-2073499,-4%,-4%,-4%,234116,360959,234116,6997054,7795377,6997054,11607175,11138532,11607175,-7340380,-3926040,-7340380,-1740893,-2017972,-1740893,-9081273,-5944012,-9081273,,,,,9195579,2823265,9195579,11721481,8017785,11721481,3782296,2135494,3782296,62225409,59196930,62225409,1833888,3092124,1833888,50620059,52032802,50620059,11605350,7164128,11605350
187,United States,Textile,Retail,United States Retail Ltd,FY2018,N,Q4,51799836,55743652,51799836,,,,,,,51799836,55743652,51799836,10356964,11867868,10356964,8018878,9646168,8018878,9235947,8759639,9235947,2583205,1639138,2583205,30194994,31912813,30194994,21604842,23830839,21604842,42%,,42%,,,0,10787901,14375834,10787901,3971067,4090576,3971067,6845874,5364429,6845874,13%,10%,13%,1581762,1096968,1581762,5660799,4563158,5660799,1369175,1072886,1369175,1397662,825353,1397662,3%,1%,3%,74103,324372,74103,5777463,8997944,5777463,14279202,15783713,14279202,-3002468,-9184740,-3002468,-4808597,-7590852,-4808597,-7811065,-16775592,-7811065,,,,,9227039,5268421,9227039,15695176,4276542,15695176,1636322,4329373,1636322,59213621,69070969,59213621,3140384,2498701,3140384,48094346,52877924,48094346,11119275,16193045,11119275
188,United States,Textile,Retail,United States Retail Ltd,FY2019,N,Q1,44643873,48886330,44643873,,,,,,,44643873,48886330,44643873,13145020,10212782,13145020,8850477,9715412,8850477,9029933,9720355,9029933,2760397,1079210,2760397,33785827,30727759,33785827,10858046,18158571,10858046,24%,,24%,,,0,11992608,14298515,11992608,1606314,3336935,1606314,-2740876,523121,-2740876,-6%,1%,-6%,2529133,2872594,2529133,5604881,5388040,5604881,0,104624,0,-5816624,-2096949,-5816624,-13%,-4%,-13%,250239,226261,250239,7149508,7856921,7149508,7188004,11478897,7188004,-6632678,-1785880,-6632678,-4856330,-6544213,-4856330,-11489008,-8330093,-11489008,,,,,4145364,8779896,4145364,-155640,11928700,-155640,4825643,1756754,4825643,56619024,58500005,56619024,3381186,2251524,3381186,50765935,50614733,50765935,5853089,7885272,5853089
189,United States,Textile,Retail,United States Retail Ltd,FY2019,N,Q2,42491316,49522669,42491316,,,,,,,42491316,49522669,42491316,12474453,13350605,12474453,8921350,8305568,8921350,8212208,9737287,8212208,2060231,1217538,2060231,31668242,32610998,31668242,10823074,16911671,10823074,25%,,25%,,,0,14833208,11905237,14833208,4722138,3840992,4722138,-8732272,1165442,-8732272,-21%,2%,-21%,2877930,2671694,2877930,4834161,5505068,4834161,0,233088,0,-10688503,-1901020,-10688503,-25%,-4%,-25%,75242,98983,75242,9401013,5146933,9401013,3621913,9083052,3621913,-6112020,-8456150,-6112020,-2923108,-3180697,-2923108,-9035128,-11636847,-9035128,,,,,4939093,239228,4939093,-474122,-2314567,-474122,4541297,4583610,4541297,56433626,59253212,56433626,2332475,2128582,2332475,53556063,50485809,53556063,2877563,8767403,2877563
190,United States,Textile,Retail,United States Retail Ltd,FY2019,Y,Q3,58906580,54103089,58906580,,,,,,,58906580,54103089,58906580,10886096,11182180,10886096,9532521,9153204,9532521,9119066,9948010,9119066,2623188,2233660,2623188,32160871,32517054,32160871,26745709,21586035,26745709,45%,,45%,,,0,11199475,12986827,11199475,4612770,2451459,4612770,10933464,6147749,10933464,19%,11%,19%,1530860,2887365,1530860,4865523,5761816,4865523,2186693,1229550,2186693,5412108,2043748,5412108,9%,4%,9%,341794,236989,341794,7534205,5432800,7534205,20340323,14704903,20340323,-5595834,-5377586,-5595834,-4409111,-1566213,-4409111,-10004945,-6943799,-10004945,,,,,5881456,8378221,5881456,16216834,16139325,16216834,2106263,4737739,2106263,68547048,64273628,68547048,2625198,3950639,2625198,50598314,51905979,50598314,17948734,12367649,17948734
191,United States,Textile,Retail,United States Retail Ltd,FY2019,N,Q4,42955094,,42955094,,,,,,,42955094,0,42955094,13442939,,13442939,8720242,,8720242,9667346,,9667346,2931651,,2931651,34762178,0,34762178,8192916,0,8192916,19%,,19%,,,0,12401388,,12401388,1980513,,1980513,-6188985,0,-6188985,-14%,,-14%,1225154,,1225154,4795273,,4795273,0,0,0,-9759104,0,-9759104,-23%,,-23%,155108,,155108,5826239,,5826239,1017516,0,1017516,-9359872,,-9359872,-8398976,,-8398976,-17758848,0,-17758848,,,,,9327326,,9327326,-7414006,0,-7414006,3370176,,3370176,52151509,0,52151509,2714283,,2714283,51858362,0,51858362,293147,0,293147
192,Canada,Financial Services,Financial Services,Canada Financial Services Ltd,FY2018,N,Q1,,,0,34482735,35199888,34482735,8280799,5310513,8280799,42763534,40510401,42763534,15869581,22939463,15869581,28309533,27947950,28309533,6458168,9290283,6458168,2341227,1000337,2341227,52978509,61178033,52978509,-10214975,-20667632,-10214975,-24%,-51%,-24%,,,0,,,0,2959209,3059410,2959209,-13174184,-23727042,-13174184,-31%,-59%,-31%,2299825,1792410,2299825,6046268,6475254,6046268,0,0,0,-16920627,-28409886,-16920627,-40%,-70%,-40%,345201,212105,345201,8759511,8573294,8759511,-1769647,-13149233,-1769647,-7812540,-6106215,-7812540,-9401406,-9238825,-9401406,-17213946,-15345040,-17213946,,,,,1965893,3614112,1965893,-17017700,-24880161,-17017700,4642812,1923260,4642812,56165857,51006955,56165857,2310456,3176378,2310456,58248174,67413821,58248174,-2082317,-16406866,-2082317
193,Canada,Financial Services,Financial Services,Canada Financial Services Ltd,FY2018,N,Q2,,,0,30263800,32940280,30263800,9325445,7908438,9325445,39589245,40848718,39589245,15084135,24368622,15084135,28292494,26902283,28292494,8816720,8108951,8816720,1255440,1837921,1255440,53448789,61217777,53448789,-13859544,-20369059,-13859544,-35%,-50%,-35%,,,0,,,0,3907317,4601920,3907317,-17766861,-24970979,-17766861,-45%,-61%,-45%,1448637,1921907,1448637,6596556,7358866,6596556,0,0,0,-22914780,-30407938,-22914780,-58%,-74%,-58%,90530,177790,90530,7698373,7421070,7698373,-8529321,-15450212,-8529321,-4357346,-2157435,-4357346,-9063554,-2917478,-9063554,-13420900,-5074913,-13420900,,,,,8207730,2031814,8207730,-13742491,-18493311,-13742491,1974491,4787171,1974491,49262109,53056959,49262109,1759665,2360102,1759665,59115771,68179799,59115771,-9853662,-15122840,-9853662
194,Canada,Financial Services,Financial Services,Canada Financial Services Ltd,FY2018,N,Q3,,,0,37897610,30681570,37897610,5586985,8411024,5586985,43484595,39092594,43484595,21443750,18820263,21443750,17119251,19146431,17119251,9491253,9087940,9491253,1789212,1397333,1789212,49843466,48451967,49843466,-6358871,-9359373,-6358871,-15%,-24%,-15%,,,0,,,0,1744251,1439816,1744251,-8103122,-10799189,-8103122,-19%,-28%,-19%,2099148,1296361,2099148,6559374,6306261,6559374,0,0,0,-12563348,-15809089,-12563348,-29%,-40%,-29%,190818,383490,190818,8515880,5144710,8515880,2702724,-3974628,2702724,-4586621,-8638474,-4586621,-3812047,-6486597,-3812047,-8398668,-15125071,-8398668,,,,,5952928,4027584,5952928,256984,-15072115,256984,3872042,3375967,3872042,55872517,47613271,55872517,1685493,3018530,1685493,53273210,52910313,53273210,2599307,-5297042,2599307
195,Canada,Financial Services,Financial Services,Canada Financial Services Ltd,FY2018,N,Q4,,,0,35211794,30633865,35211794,7880088,5442787,7880088,43091882,36076652,43091882,20515417,19760168,20515417,27966798,26574600,27966798,7751015,6739281,7751015,1626719,2277977,1626719,57859949,55352026,57859949,-14768067,-19275374,-14768067,-34%,-53%,-34%,,,0,,,0,4402221,3703104,4402221,-19170288,-22978478,-19170288,-44%,-64%,-44%,2395718,1495916,2395718,6675736,5873266,6675736,0,0,0,-23450306,-27355828,-23450306,-54%,-76%,-54%,93656,379068,93656,8896719,9487336,8896719,-7784195,-11616158,-7784195,-2044742,-4942530,-2044742,-1865251,-5999571,-1865251,-3909993,-10942101,-3909993,,,,,6594105,5002147,6594105,-5100083,-17556112,-5100083,4564347,4449832,4564347,56552948,50013820,56552948,2628486,3640816,2628486,64890656,62695946,64890656,-8337708,-12682126,-8337708
196,Canada,Financial Services,Financial Services,Canada Financial Services Ltd,FY2019,N,Q1,,,0,32451467,33739491,32451467,8092251,8136604,8092251,40543718,41876095,40543718,21020287,24806306,21020287,26795388,26764015,26795388,8258154,5611625,8258154,1810340,2682725,1810340,57884169,59864671,57884169,-17340451,-17988576,-17340451,-43%,-43%,-43%,,,0,,,0,1040865,2192058,1040865,-18381316,-20180634,-18381316,-45%,-48%,-45%,2918349,1844591,2918349,5700408,5098085,5700408,0,0,0,-21163375,-23434128,-21163375,-52%,-56%,-52%,484486,358863,484486,5629580,8533142,5629580,-9348901,-9444038,-9348901,-7361897,-3430683,-7361897,-4021548,-6212750,-4021548,-11383445,-9643433,-11383445,,,,,544812,4756996,544812,-20187534,-14330475,-20187534,3438217,4154288,3438217,49611515,54563525,49611515,3118742,3340489,3118742,62043776,65397218,62043776,-12432261,-10833693,-12432261
197,Canada,Financial Services,Financial Services,Canada Financial Services Ltd,FY2019,N,Q2,,,0,36682646,38312652,36682646,8752800,6263486,8752800,45435446,44576138,45435446,22857470,20722255,22857470,21542360,28958857,21542360,8176975,5598374,8176975,2586603,1376700,2586603,55163408,56656186,55163408,-9727962,-12080048,-9727962,-21%,-27%,-21%,,,0,,,0,3201270,4852870,3201270,-12929232,-16932918,-12929232,-28%,-38%,-28%,1816770,2227792,1816770,6520708,5453379,6520708,0,0,0,-17633170,-20158505,-17633170,-39%,-45%,-39%,347523,80209,347523,7696398,5589900,7696398,-3068541,-9035017,-3068541,-1331780,-9996482,-1331780,-4894627,-8378866,-4894627,-6226407,-18375348,-6226407,,,,,9033667,7774209,9033667,-261281,-19636156,-261281,2130671,2222896,2130671,55262515,52388934,55262515,2351841,3887565,2351841,60716519,65396621,60716519,-5454004,-13007687,-5454004
198,Canada,Financial Services,Financial Services,Canada Financial Services Ltd,FY2019,Y,Q3,,,0,34823153,35548974,34823153,8534311,7275192,8534311,43357464,42824166,43357464,18096156,24325203,18096156,22262984,21014679,22262984,9510175,8750909,9510175,2150530,2143848,2150530,52019845,56234639,52019845,-8662381,-13410473,-8662381,-20%,-31%,-20%,,,0,,,0,4351196,1740508,4351196,-13013577,-15150981,-13013577,-30%,-35%,-30%,1716049,1897741,1716049,6361986,5154024,6361986,0,0,0,-17659514,-18407264,-17659514,-41%,-43%,-41%,259358,386197,259358,8712080,6929095,8712080,-2326090,-5937948,-2326090,-4037800,-8540038,-4037800,-2199772,-4559314,-2199772,-6237572,-13099352,-6237572,,,,,8305915,6256614,8305915,-257747,-12780686,-257747,1228465,4497476,1228465,53298009,54250737,53298009,1809424,2400815,1809424,58180465,60375962,58180465,-4882456,-6125225,-4882456
199,Canada,Financial Services,Financial Services,Canada Financial Services Ltd,FY2019,N,Q4,,,0,35281059,,35281059,9360567,,9360567,44641626,0,44641626,23262358,,23262358,27684168,,27684168,9124699,,9124699,2586710,,2586710,62657935,0,62657935,-18016309,0,-18016309,-40%,,-40%,,,0,,,0,4347115,,4347115,-22363424,0,-22363424,-50%,,-50%,2543682,,2543682,5742691,,5742691,0,0,0,-25562433,0,-25562433,-57%,,-57%,107841,,107841,8350626,,8350626,-11361275,0,-11361275,-2470538,,-2470538,-8255165,,-8255165,-10725703,0,-10725703,,,,,7836970,,7836970,-14250008,0,-14250008,4064993,,4064993,57057245,0,57057245,2139824,,2139824,69144874,0,69144874,-12087629,0,-12087629
